,Category,Skill
4479,Call Center or Help Desk or Customer Service,PRODUCT SUPPORT
4480,Call Center or Help Desk or Customer Service,SALES SERVICE
4481,Call Center or Help Desk or Customer Service,SALES SUPPORT
4482,Call Center or Help Desk or Customer Service,SERVICE DEPARTMENT
4483,Call Center or Help Desk or Customer Service,SERVICE DESK
4484,Call Center or Help Desk or Customer Service,SIEBEL
4485,Call Center or Help Desk or Customer Service,SKIP TRACING
4486,Call Center or Help Desk or Customer Service,SUPPORT PROGRAM
4487,Call Center or Help Desk or Customer Service,SYSTEMS SUPPORT
4488,Call Center or Help Desk or Customer Service,TECHNICAL SUPPORT
4489,Call Center or Help Desk or Customer Service,TROUBLE TICKETS
4490,Call Center or Help Desk or Customer Service,WRITING FUNCTIONAL
4491,Manufacturing,AIRFRAME
4492,Manufacturing,ALLEN-BRADLEY
4493,Manufacturing,ALUMINUM CASTING
4494,Manufacturing,ALUMINUM EXTRUSION
4495,Manufacturing,AMADA
4496,Manufacturing,APICS
4497,Manufacturing,AUTOMATED MACHINERY
4498,Manufacturing,AUTOMATED WAREHOUSE
4499,Manufacturing,BAND SAW
4500,Manufacturing,BANDSAW
4501,Manufacturing,BILL OF MATERIAL
4502,Manufacturing,BILL OF MATERIALS
4503,Manufacturing,BLENDER
4504,Manufacturing,BLENDING
4505,Manufacturing,BLOW MOLDING
4506,Manufacturing,BOAT BUILDING
4507,Manufacturing,BOM
4508,Manufacturing,BORING
4509,Manufacturing,BOTTLING
4510,Manufacturing,BRAKE PRESS
4511,Manufacturing,BRAZING
4512,Manufacturing,CASTING
4513,Manufacturing,CASTINGS
4514,Manufacturing,CEMENT PLANT
4515,Manufacturing,CERRO
4516,Manufacturing,CGMP
4517,Manufacturing,CHEMICAL MIXING
4518,Manufacturing,CHILLERS
4519,Manufacturing,CIRCUIT BOARDS
4520,Manufacturing,CLEAN ROOM
4521,Manufacturing,CLEANROOM
4522,Manufacturing,CMMS
4523,Manufacturing,CNC
4524,Manufacturing,CNC MACHINE
4525,Manufacturing,CNC MACHINERY
4526,Manufacturing,CNC MACHINES
4527,Manufacturing,CNC MACHINING
4528,Manufacturing,CNC MACHINIST
4529,Manufacturing,CNC PROGRAMMING
4530,Manufacturing,CNC ROUTER
4531,Manufacturing,COLD FORMING
4532,Manufacturing,COLOR CODES
4533,Manufacturing,COMPOUNDING
4534,Manufacturing,CONTAMINATION CONTROL
4535,Manufacturing,CONTRACT DEVELOPMENT
4536,Manufacturing,CONTROL SYSTEMS
4537,Manufacturing,CONVENTIONAL LATHE
4538,Manufacturing,CONVEYER
4539,Manufacturing,CONVEYOR
4540,Manufacturing,CONVEYORS
4541,Manufacturing,COPING
4542,Manufacturing,COST ESTIMATING
4543,Manufacturing,DAVENPORT
4544,Manufacturing,DIE CAST
4545,Manufacturing,DIE MAKING
4546,Manufacturing,DRILL PRESS
4547,Manufacturing,EDM
4548,Manufacturing,ELECTRICAL CONTROLS
4549,Manufacturing,ELECTRONICS MANUFACTURING
4550,Manufacturing,EMBROIDERY
4551,Manufacturing,ENGRAVING
4552,Manufacturing,EXTRUSION
4553,Manufacturing,FABRICATION
4554,Manufacturing,FANUC
4555,Manufacturing,FINN POWER
4556,Manufacturing,FOOD MANAGEMENT
4557,Manufacturing,FOOD MANUFACTURING
4558,Manufacturing,FOOD PROCESSING
4559,Manufacturing,FOOD PRODUCTION
4560,Manufacturing,FORGE
4561,Manufacturing,FORGING
4562,Manufacturing,FURNITURE MANUFACTURING
4563,Manufacturing,GLAZING
4564,Manufacturing,GMP
4565,Manufacturing,GRINDERS
4566,Manufacturing,HAAS CNC
4567,Manufacturing,HACCP
4568,Manufacturing,HASS
4569,Manufacturing,HORIZONTAL
4570,Manufacturing,HORIZONTAL MILLING
4571,Manufacturing,HYDRAULIC MACHINE
4572,Manufacturing,HYDRAULIC PRESS
4573,Manufacturing,HYDRAULIC PRESSES
4574,Manufacturing,HYDRAULIC/PNEUMATIC
4575,Manufacturing,INDUSTRIAL EQUIPMENT
4576,Manufacturing,INDUSTRIAL FACILITY
4577,Manufacturing,INDUSTRIAL MACHINERY
4578,Manufacturing,INDUSTRIAL MANUFACTURING
4579,Manufacturing,INDUSTRIAL SEWING
4580,Manufacturing,INDUSTRIAL/MANUFACTURING
4581,Manufacturing,INJECTION MOLD
4582,Manufacturing,JIT
4583,Manufacturing,JUST IN TIME
4584,Manufacturing,KANBAN
4585,Manufacturing,LANDIS
4586,Manufacturing,LASER
4587,Manufacturing,LASER SCANNING
4588,Manufacturing,LASER WELDING
4589,Manufacturing,LATHE
4590,Manufacturing,LATHE MACHINE
4591,Manufacturing,LEAN MANUFACTURING
4592,Manufacturing,LOOM
4593,Manufacturing,MACHINE BUILDING
4594,Manufacturing,MACHINE DESIGN/FABRICATION
4595,Manufacturing,MACHINE SHOP
4596,Manufacturing,MACHINE TOOL
4597,Manufacturing,MACHINE TOOLS
4598,Manufacturing,MACHINED PARTS
4599,Manufacturing,MACHINING
4600,Manufacturing,MACHINING PARTS
4601,Manufacturing,MACOLA
4602,Manufacturing,MAINTENANCE
4603,Manufacturing,MANUAL LATHE
4604,Manufacturing,MANUFACTURING BOM
4605,Manufacturing,MANUFACTURING CONSULTANT
4606,Manufacturing,MANUFACTURING INDUSTRY
4607,Manufacturing,MANUFACTURING OPERATIONS
4608,Manufacturing,MANUFACTURING PROCESS
4609,Manufacturing,MANUFACTURING PROCESSES
4610,Manufacturing,MAS
4611,Manufacturing,MATERIAL PLANNING
4612,Manufacturing,MATERIAL RESOURCE PLANNING
4613,Manufacturing,MATERIALS MANAGEMENT
4614,Manufacturing,MATERIALS REQUIREMENTS
4615,Manufacturing,METAL CUTTING
4616,Manufacturing,METAL FABRICATION
4617,Manufacturing,METAL FINISHING
4618,Manufacturing,METAL FORMING
4619,Manufacturing,METAL MANUFACTURING
4620,Manufacturing,METAL STAMPING
4621,Manufacturing,METALLURGY
4622,Manufacturing,METALWORKING
4623,Manufacturing,MIG WELDING
4624,Manufacturing,MILLING
4625,Manufacturing,MILLING MACHINES
4626,Manufacturing,MITUTOYO
4627,Manufacturing,MOLDING MACHINE
4628,Manufacturing,MOLDING MACHINES
4629,Manufacturing,MP2
4630,Manufacturing,NC LATHE
4631,Manufacturing,NUMERIC CONTROL
4632,Manufacturing,OFFSHORE MANUFACTURING
4633,Manufacturing,OKUMA
4634,Manufacturing,P.L.C
4635,Manufacturing,PACKAGING MACHINE
4636,Manufacturing,PACKAGING MACHINERY
4637,Manufacturing,PLANETA
4638,Manufacturing,PLANNING SCHEDULING
4639,Manufacturing,PLANNING/ESTIMATING
4640,Manufacturing,PLANT SUPERVISION
4641,Manufacturing,PLASTIC EXTRUSION
4642,Manufacturing,PLASTIC INJECTION
4643,Manufacturing,PLASTIC INJECTION MOLD
4644,Manufacturing,PLASTIC MOLD
4645,Manufacturing,PLASTIC MOLDING
4646,Manufacturing,PLASTICS
4647,Manufacturing,PLC CONTROLS
4648,Manufacturing,POLYMERS
4649,Manufacturing,PPAP
4650,Manufacturing,PRECISION MEASURING
4651,Manufacturing,PRE-PRESS
4652,Manufacturing,PRESS BRAKE
4653,Manufacturing,PRESS OPERATION
4654,Manufacturing,PRESSURE TESTING
4655,Manufacturing,PRINTING PRESS
4656,Manufacturing,PROCESS CONTROL
4657,Manufacturing,PROCESS ENGINEER
4658,Manufacturing,PROCESS FLOW
4659,Manufacturing,PRODUCT ENGINEER
4660,Manufacturing,PRODUCTION CONTROL
4661,Manufacturing,PRODUCTION ENVIRONMENT
4662,Manufacturing,PRODUCTION FACILITY
4663,Manufacturing,PRODUCTION LINE
4664,Manufacturing,PRODUCTION MANAGEMENT
4665,Manufacturing,PRODUCTION PLANNER
4666,Manufacturing,PRODUCTION SCHEDULE
4667,Manufacturing,PRODUCTION SCHEDULING
4668,Manufacturing,PRODUCTION SUPERVISION
4669,Manufacturing,PRODUCTION/MANUFACTURING
4670,Manufacturing,PROGRAM CNC
4671,Manufacturing,PROGRAMMING CNC
4672,Manufacturing,PROGRAMMING SIEMENS
4673,Manufacturing,PUNCH PRESS
4674,Manufacturing,PUNCH-PRESS
4675,Manufacturing,RAPID PROTOTYPING
4676,Manufacturing,ROBOTIC
4677,Manufacturing,ROBOTIC WELDING
4678,Manufacturing,ROLL FORM
4679,Manufacturing,ROLL FORMING
4680,Manufacturing,ROLL FORMING MACHINE
4681,Manufacturing,ROLL MILLING
4682,Manufacturing,ROLLING MILL
4683,Manufacturing,ROTARY MACHINE
4684,Manufacturing,SAFETY MANAGEMENT
4685,Manufacturing,SCHEDULE PLANNING
4686,Manufacturing,SCHEDULING
4687,Manufacturing,SCRAP REDUCTION
4688,Manufacturing,SENSORS
4689,Manufacturing,SEWING MACHINE
4690,Manufacturing,SHEAR
4691,Manufacturing,SHEET METAL
4692,Manufacturing,SHEETMETAL
4693,Manufacturing,SHOP PROCEDURES
4694,Manufacturing,SILK SCREEN
4695,Manufacturing,SOLDAGEM
4696,Manufacturing,SORTING
4697,Manufacturing,STAMPING
4698,Manufacturing,STEEL FABRICATION
4699,Manufacturing,THERMOFORMING
4700,Manufacturing,TOOL & DIE
4701,Manufacturing,TOOL ROOM
4702,Manufacturing,TOPAZ
4703,Manufacturing,TOYO
4704,Manufacturing,TURRET PUNCH
4705,Manufacturing,VERTICAL MILLS
4706,Manufacturing,VERTICAL TURNING
4707,Manufacturing,WAFER
4708,Manufacturing,WELDING
4709,Manufacturing,WIRE DRAWING
4710,Klinisch,ICH
4711,Construction Non-Laborer,ACI
4712,Construction Non-Laborer,AIRPORT CONSTRUCTION
4713,Construction Non-Laborer,AIRPORT PLANNING
4714,Construction Non-Laborer,AIRPORT TERMINAL
4715,Construction Non-Laborer,ALTA
4716,Construction Non-Laborer,ARCHITECTURAL DRAFTING
4717,Construction Non-Laborer,ARCHITECTURAL INSPECTION
4718,Construction Non-Laborer,ASPHALT PAVING
4719,Construction Non-Laborer,BAGHOUSE
4720,Construction Non-Laborer,BASCULE
4721,Construction Non-Laborer,BLOCK MASONRY
4722,Construction Non-Laborer,BLUEPRINT
4723,Construction Non-Laborer,BLUEPRINTS
4724,Construction Non-Laborer,BRIDGES
4725,Construction Non-Laborer,BUDGET PREPARATION
4726,Construction Non-Laborer,BUDGETING
4727,Construction Non-Laborer,BUDGETS
4728,Construction Non-Laborer,BUILD COORDINATOR
4729,Construction Non-Laborer,BUILDING ANALYSIS
4730,Construction Non-Laborer,BUILDING AUTOMATION
4731,Construction Non-Laborer,BUILDING CODES
4732,Construction Non-Laborer,BUILDING DESIGN
4733,Construction Non-Laborer,BUILDING DRAFTING
4734,Construction Non-Laborer,BUILDING ELECTRICAL
4735,Construction Non-Laborer,BUILDING INSPECTION
4736,Construction Non-Laborer,BUILDING INSPECTIONS
4737,Construction Non-Laborer,BUILDING MATERIALS
4738,Construction Non-Laborer,CANTIERE
4739,Construction Non-Laborer,CAPITAL PROJECT MANAGEMENT
4740,Construction Non-Laborer,CHANGE ORDERS
4741,Construction Non-Laborer,CIVIL CONSTRUCTION
4742,Construction Non-Laborer,CIVIL DESIGN
4743,Construction Non-Laborer,CIVIL DRAFTING
4744,Construction Non-Laborer,CIVIL ENGINEERING
4745,Construction Non-Laborer,CIVIL LAND
4746,Construction Non-Laborer,CIVIL PROJECTS
4747,Construction Non-Laborer,CIVIL SITE
4748,Construction Non-Laborer,CIVIL STRUCTURAL
4749,Construction Non-Laborer,CIVIL/STRUCTURAL
4750,Construction Non-Laborer,CIVIL/STRUCTURAL ENGINEERING
4751,Construction Non-Laborer,CIVILE/STRUTTURALE
4752,Construction Non-Laborer,COATINGS
4753,Construction Non-Laborer,COMMERCIAL BUILDINGS
4754,Construction Non-Laborer,COMMERCIAL CONSTRUCTION
4755,Construction Non-Laborer,COMMERCIAL DESIGN
4756,Construction Non-Laborer,COMMERCIAL DEVELOPMENT
4757,Construction Non-Laborer,COMMERCIAL HVAC
4758,Construction Non-Laborer,COMMERCIAL PROJECTS
4759,Construction Non-Laborer,COMMERCIAL REFRIGERATION
4760,Construction Non-Laborer,COMMERCIAL RETAIL
4761,Construction Non-Laborer,COMMERCIAL SITE
4762,Construction Non-Laborer,COMMERCIAL/INDUSTRIAL
4763,Construction Non-Laborer,COMMERCIAL/RESIDENTIAL
4764,Construction Non-Laborer,COMPACTION
4765,Construction Non-Laborer,COMPACTION TESTING
4766,Construction Non-Laborer,COMPETITIVE BIDDING
4767,Construction Non-Laborer,COMUNALE
4768,Construction Non-Laborer,CONCRETE TESTING
4769,Construction Non-Laborer,CONSTRUCTION ADMINISTRATION
4770,Construction Non-Laborer,CONSTRUCTION CONTRACT MANAGEMENT
4771,Construction Non-Laborer,CONSTRUCTION COST ESTIMATING
4772,Construction Non-Laborer,CONSTRUCTION DESIGN
4773,Construction Non-Laborer,CONSTRUCTION DOCUMENT
4774,Construction Non-Laborer,CONSTRUCTION DOCUMENTATION
4775,Construction Non-Laborer,CONSTRUCTION DRAWINGS
4776,Construction Non-Laborer,CONSTRUCTION ENGINEERING
4777,Construction Non-Laborer,CONSTRUCTION ESTIMATES
4778,Construction Non-Laborer,CONSTRUCTION ESTIMATION
4779,Construction Non-Laborer,CONSTRUCTION INSPECTION
4780,Construction Non-Laborer,CONSTRUCTION MANAGEMENT
4781,Construction Non-Laborer,CONSTRUCTION MATERIALS
4782,Construction Non-Laborer,CONSTRUCTION PLANNING
4783,Construction Non-Laborer,CONSTRUCTION PRACTICES
4784,Construction Non-Laborer,CONSTRUCTION PROJECT ENGINEERING
4785,Construction Non-Laborer,CONSTRUCTION PROJECT MANAGEMENT
4786,Construction Non-Laborer,CONSTRUCTION QUALITY ASSURANCE
4787,Construction Non-Laborer,CONSTRUCTION SAFETY
4788,Construction Non-Laborer,CONSTRUCTION SCHEDULE
4789,Construction Non-Laborer,CONSTRUCTION SCHEDULING
4790,Construction Non-Laborer,CONSTRUCTION SUPERVISION
4791,Construction Non-Laborer,CONSTRUCTION SURVEYING
4792,Construction Non-Laborer,CONSTRUCTWARE
4793,Construction Non-Laborer,CONTRACTS
4794,Construction Non-Laborer,CONTRATOS
4795,Construction Non-Laborer,CORPORATE REAL ESTATE
4796,Construction Non-Laborer,COST ESTIMATES
4797,Construction Non-Laborer,COST ESTIMATING
4798,Construction Non-Laborer,COST ESTIMATION
4799,Construction Non-Laborer,COST SCHEDULING
4800,Construction Non-Laborer,COST TRACKING
4801,Construction Non-Laborer,COSTRUZIONE DELLA DIGA
4802,Construction Non-Laborer,CPM SCHEDULING
4803,Construction Non-Laborer,DAM CONSTRUCTION
4804,Construction Non-Laborer,DAMS
4805,Construction Non-Laborer,DELTEK
4806,Construction Non-Laborer,DEMOLITION
4807,Construction Non-Laborer,DENSITY TESTING
4808,Construction Non-Laborer,DESIGN BUILD
4809,Construction Non-Laborer,DESIGN OVERSIGHT
4810,Construction Non-Laborer,DESIGN/BUILD
4811,Construction Non-Laborer,DESIGNING WASTE
4812,Construction Non-Laborer,DIGHE
4813,Construction Non-Laborer,DREDGING
4814,Construction Non-Laborer,DRY UTILITY
4815,Construction Non-Laborer,E.I.T
4816,Construction Non-Laborer,EARTH WORK
4817,Construction Non-Laborer,EARTHWORK
4818,Construction Non-Laborer,EASEMENTS
4819,Construction Non-Laborer,ECONOMIC DEVELOPMENT
4820,Construction Non-Laborer,EDILIZIA CIVILE
4821,Construction Non-Laborer,EDILIZIA RESIDENZIALE
4822,Construction Non-Laborer,ELECTRICAL DISTRIBUTION
4823,Construction Non-Laborer,ELECTRICAL INSPECTION
4824,Construction Non-Laborer,ENERGY MANAGEMENT SYSTEMS
4825,Construction Non-Laborer,ENGENHARIA CIVIL
4826,Construction Non-Laborer,ENGINEERING CONSTRUCTION
4827,Construction Non-Laborer,ESTAÇÕES DE TRATAMENTO
4828,Construction Non-Laborer,ESTIMATING
4829,Construction Non-Laborer,ESTIMATING SOFTWARE
4830,Construction Non-Laborer,ESTIMATION
4831,Construction Non-Laborer,ESTIMATOR
4832,Construction Non-Laborer,EXCAVATING
4833,Construction Non-Laborer,EXCAVATION
4834,Construction Non-Laborer,FALL PROTECTION
4835,Construction Non-Laborer,FEDERAL CONSTRUCTION
4836,Construction Non-Laborer,FIELD CONSTRUCTION
4837,Construction Non-Laborer,FIELD DENSITY
4838,Construction Non-Laborer,FIELD INSPECTION
4839,Construction Non-Laborer,FIELD MEASUREMENTS
4840,Construction Non-Laborer,FIELD MONITORING
4841,Construction Non-Laborer,FIELD SURVEY
4842,Construction Non-Laborer,FIRE ALARM
4843,Construction Non-Laborer,GAS TESTER
4844,Construction Non-Laborer,GENERAL CIVIL
4845,Construction Non-Laborer,GENERAL CONSTRUCTION
4846,Construction Non-Laborer,GENERAL CONTRACTING
4847,Construction Non-Laborer,GEOTECH
4848,Construction Non-Laborer,HANSEN
4849,Construction Non-Laborer,HAZMAT
4850,Construction Non-Laborer,HCSS
4851,Construction Non-Laborer,HIGH-RISE RESIDENTIAL
4852,Construction Non-Laborer,HIGHWAY BRIDGE
4853,Construction Non-Laborer,HIGHWAY CONSTRUCTION
4854,Construction Non-Laborer,HIGHWAY PROJECTS
4855,Construction Non-Laborer,HOSPITAL CONSTRUCTION
4856,Construction Non-Laborer,INDUSTRIAL CONSTRUCTION
4857,Construction Non-Laborer,INDUSTRIAL DESIGN
4858,Construction Non-Laborer,INDUSTRIAL ELECTRICAL
4859,Construction Non-Laborer,INDUSTRIAL LAND DEVELOPMENT
4860,Construction Non-Laborer,INGEGNERIA CIVILE
4861,Construction Non-Laborer,INGEGNERIA EDILE
4862,Construction Non-Laborer,INSTITUTIONAL BUILDING
4863,Construction Non-Laborer,INTERIOR FINISHING
4864,Construction Non-Laborer,LABORATORY CONSTRUCTION
4865,Construction Non-Laborer,LAND DEVELOPMENT
4866,Construction Non-Laborer,LAND SURVEY
4867,Construction Non-Laborer,LAND SURVEYING
4868,Construction Non-Laborer,LEICA
4869,Construction Non-Laborer,LIGHT RAIL
4870,Construction Non-Laborer,MARINE CONSTRUCTION
4871,Construction Non-Laborer,MASSIMO
4872,Construction Non-Laborer,MATERIAL TESTING
4873,Construction Non-Laborer,MAXIMO
4874,Construction Non-Laborer,MC2
4875,Construction Non-Laborer,METAL BUILDING
4876,Construction Non-Laborer,MSHA
4877,Construction Non-Laborer,MUD
4878,Construction Non-Laborer,MULTI FAMILY
4879,Construction Non-Laborer,MULTIFAMILIAR
4880,Construction Non-Laborer,MULTIFAMILY
4881,Construction Non-Laborer,MULTI-FAMILY
4882,Construction Non-Laborer,MUNICIPAL
4883,Construction Non-Laborer,NEPA
4884,Construction Non-Laborer,ORÇAMENTOS
4885,Construction Non-Laborer,OSHA
4886,Construction Non-Laborer,OSHA 30
4887,Construction Non-Laborer,OSHA 40 HOUR
4888,Construction Non-Laborer,OSHA STANDARDS
4889,Construction Non-Laborer,P3
4890,Construction Non-Laborer,P-3
4891,Construction Non-Laborer,PAVING
4892,Construction Non-Laborer,PERMITTING
4893,Construction Non-Laborer,PHARMACEUTICAL FACILITIES
4894,Construction Non-Laborer,PIPELINE CONSTRUCTION
4895,Construction Non-Laborer,PIPELINE DEMOLITION
4896,Construction Non-Laborer,PIPELINE INSPECTION
4897,Construction Non-Laborer,PIPING
4898,Construction Non-Laborer,PONTES
4899,Construction Non-Laborer,PONTI
4900,Construction Non-Laborer,POST TENSIONING
4901,Construction Non-Laborer,PRE-CAST
4902,Construction Non-Laborer,PRECONSTRUCTION
4903,Construction Non-Laborer,PRE-CONSTRUCTION
4904,Construction Non-Laborer,PRE-ENGINEERED BUILDINGS
4905,Construction Non-Laborer,PRE-STRESS
4906,Construction Non-Laborer,PROCESS PIPING
4907,Construction Non-Laborer,PROJECT OVERSIGHT
4908,Construction Non-Laborer,PROPOSAL REVIEW
4909,Construction Non-Laborer,PT CONCRETE
4910,Construction Non-Laborer,PUBLIC WORKS
4911,Construction Non-Laborer,PUNCHLIST
4912,Construction Non-Laborer,RAILROAD
4913,Construction Non-Laborer,RAILWAY
4914,Construction Non-Laborer,READ BLUEPRINTS
4915,Construction Non-Laborer,READING BLUEPRINTS
4916,Construction Non-Laborer,REAL ESTATE CONSTRUCTION
4917,Construction Non-Laborer,REAL ESTATE LENDING
4918,Construction Non-Laborer,REMEDIATION
4919,Construction Non-Laborer,RESIDENTIAL CONSTRUCTION
4920,Construction Non-Laborer,RESIDENTIAL NEW CONSTRUCTION
4921,Construction Non-Laborer,ROAD/BRIDGE
4922,Construction Non-Laborer,ROADWAY DESIGN
4923,Construction Non-Laborer,SAFETY CODE
4924,Construction Non-Laborer,SAFETY CONTROL
4925,Construction Non-Laborer,SAFETY INSPECTION
4926,Construction Non-Laborer,Safety Professional
4927,Construction Non-Laborer,Safety Programs
4928,Construction Non-Laborer,SAND CONE
4929,Construction Non-Laborer,SCHEDULING SOFTWARE
4930,Construction Non-Laborer,SCHEMATICS
4931,Construction Non-Laborer,SCHOOL CONSTRUCTION
4932,Construction Non-Laborer,SHOTCRETE
4933,Construction Non-Laborer,SITE CONSTRUCTION
4934,Construction Non-Laborer,SITE DEVELOPMENT
4935,Construction Non-Laborer,SITE EVALUATION
4936,Construction Non-Laborer,SITE LAYOUT
4937,Construction Non-Laborer,SITE SAFETY
4938,Construction Non-Laborer,SITEWORK
4939,Construction Non-Laborer,SOFTDESK
4940,Construction Non-Laborer,SOIL TESTING
4941,Construction Non-Laborer,STORM DRAINAGE
4942,Construction Non-Laborer,STRUCTURAL CONCRETE
4943,Construction Non-Laborer,STRUCTURAL CONSTRUCTION
4944,Construction Non-Laborer,STRUCTURAL STEEL
4945,Construction Non-Laborer,SUBCONTRACT ADMINISTRATION
4946,Construction Non-Laborer,SUBCONTRACTS
4947,Construction Non-Laborer,SUBDIVISIONS
4948,Construction Non-Laborer,SURETRAK
4949,Construction Non-Laborer,SVILUPPO COMMERCIALE
4950,Construction Non-Laborer,TAKE OFFS
4951,Construction Non-Laborer,TAKE-OFF
4952,Construction Non-Laborer,TAKE-OFFS
4953,Construction Non-Laborer,TENANT IMPROVEMENT
4954,Construction Non-Laborer,TENANT IMPROVEMENTS
4955,Construction Non-Laborer,TIMBERLINE
4956,Construction Non-Laborer,TIMBERLINE SOFTWARE
4957,Construction Non-Laborer,TRANSMISSION SUBSTATION
4958,Construction Non-Laborer,TREATMENT PLANTS
4959,Construction Non-Laborer,TUNNEL CONSTRUCTION
4960,Construction Non-Laborer,UNDERGROUND CONSTRUCTION
4961,Construction Non-Laborer,UNDERGROUND STORAGE
4962,Construction Non-Laborer,UNDERGROUND UTILITIES
4963,Construction Non-Laborer,UNDERGROUND UTILITY
4964,Construction Non-Laborer,UTILITY COORDINATION
4965,Construction Non-Laborer,WASTEWATER TREATMENT
4966,Construction Non-Laborer,WASTEWATER TREATMENT PLANT
4967,Construction Non-Laborer,WATER TREATMENT PLANT
4968,Construction Non-Laborer,WATER/WASTEWATER
4969,Construction Non-Laborer,WATERPROOFING
4970,Construction Non-Laborer,WELDING INSPECTION
4971,Construction Non-Laborer,ZONING
4972,General Management,BUDGETING
4973,General Management,BUDGETS
4974,General Management,BUSINESS MANAGEMENT
4975,General Management,CALL CENTER MANAGEMENT
4976,General Management,COMPENSATION
4977,General Management,CONFLICT MANAGEMENT
4978,General Management,CONTRACT NEGOTIATIONS
4979,General Management,CONTRACTS ADMINISTRATION
4980,General Management,CONTRACTS ADMINISTRATOR
4981,General Management,COST ESTIMATING
4982,General Management,COST ESTIMATION
4983,General Management,CUSTOMER SERVICE MANAGEMENT
4984,General Management,CUSTOMER SERVICE MANAGER
4985,General Management,EARNED VALUE MANAGEMENT
4986,General Management,ENGINEERING MANAGEMENT
4987,General Management,ENGINEERING OPERATIONS
4988,General Management,ESTIMATING
4989,General Management,ESTIMATION
4990,General Management,FIELD MANAGEMENT
4991,General Management,FLEET MANAGEMENT
4992,General Management,HUMAN RESOURCES MANAGEMENT
4993,General Management,INSURANCE MANAGEMENT
4994,General Management,MANAGERIAL
4995,General Management,MANAGERIALE
4996,General Management,MANAGING PROJECTS
4997,General Management,MENTOR
4998,General Management,OPERATIONS MANAGEMENT
4999,General Management,OPERATIONS MANAGER
5000,General Management,ORÇAMENTOS
5001,General Management,POLICY DEVELOPMENT
5002,General Management,POLICY MANAGEMENT
5003,General Management,POLICY MANAGEMENT SYSTEM
5004,General Management,PRICING
5005,General Management,PROJECT COORDINATOR
5006,General Management,PROJECT DEVELOPMENT
5007,General Management,PROJECT LEADERSHIP
5008,General Management,REGULATORY AFFAIRS
5009,General Management,SALES ADMINISTRATION
5010,General Management,SALES MANAGEMENT
5011,General Management,SCHEDULING PLANNING
5012,General Management,TEAM BUILDING
5013,General Management,TEAM MANAGEMENT
5014,General Management,TECHNICAL PROJECT MANAGEMENT
5015,General Management,TELEMARKETING
5016,General Management,TOTAL PROJECT MANAGEMENT
5017,General Management,WAREHOUSE MANAGEMENT
5018,General Management,WARRANTY ADMINISTRATOR
5019,General Management,WORK CONTROL
5020,General Management,WORK CO-ORDINATION
5021,General Management,WORK SCHEDULING
5022,"Tenue des Livres, Bureau",BUDGET
5023,"Tenue des Livres, Bureau",COMPTABILITÉ
5024,"Tenue des Livres, Bureau",FACTURATION
5025,"Tenue des Livres, Bureau",FACTURES
5026,Hotel and Hospitality,BAKERY
5027,Hotel and Hospitality,BAKING
5028,Hotel and Hospitality,BUTCHER
5029,Hotel and Hospitality,CAMERIERE
5030,Hotel and Hospitality,COOKING
5031,Hotel and Hospitality,CUCINA
5032,Hotel and Hospitality,CUCINA ITALIANA
5033,Hotel and Hospitality,DESSERTS
5034,Hotel and Hospitality,FAST FOOD
5035,Hotel and Hospitality,FOOD DISTRIBUTION
5036,Hotel and Hospitality,FOOD INDUSTRY
5037,Hotel and Hospitality,FOOD PROCESSING
5038,Hotel and Hospitality,FOOD PRODUCTION
5039,Hotel and Hospitality,FOOD SAFETY
5040,Hotel and Hospitality,FOOD SERVICE
5041,Hotel and Hospitality,FOOD SERVICES
5042,Hotel and Hospitality,ITALIAN CUISINE
5043,Hotel and Hospitality,KITCHEN
5044,Hotel and Hospitality,KITCHEN MANAGEMENT
5045,Hotel and Hospitality,PASTRY
5046,Hotel and Hospitality,RESTAURANT MANAGER
5047,Hotel and Hospitality,ROOM SERVICE
5048,Hotel and Hospitality,STAFF TRAINING
5049,Hotel and Hospitality,STOCK CONTROL
5050,Hotel and Hospitality,TDH
5051,Hotel and Hospitality,USDA
5052,Hotel and Hospitality,WAITER
5053,Hotel and Hospitality,WAITRESS
5054,Hotel and Hospitality,WEDDINGS
5055,"Purchasing, Procurement, Inventory Control, Supply Chain",APICS
5056,"Purchasing, Procurement, Inventory Control, Supply Chain",BUYER
5057,"Purchasing, Procurement, Inventory Control, Supply Chain",BUYING
5058,"Purchasing, Procurement, Inventory Control, Supply Chain",BUYING/PROCUREMENT
5059,"Purchasing, Procurement, Inventory Control, Supply Chain",COMPRAR
5060,"Purchasing, Procurement, Inventory Control, Supply Chain",CONTRACT MANAGEMENT
5061,"Purchasing, Procurement, Inventory Control, Supply Chain",CONTRACTS
5062,"Purchasing, Procurement, Inventory Control, Supply Chain",CONTRACTS PROCUREMENT
5063,"Purchasing, Procurement, Inventory Control, Supply Chain",CONTRATOS
5064,"Purchasing, Procurement, Inventory Control, Supply Chain",CYCLE COUNTS
5065,"Purchasing, Procurement, Inventory Control, Supply Chain",DISTRIBUTION LOGISTICS
5066,"Purchasing, Procurement, Inventory Control, Supply Chain",DISTRIBUTION MANAGEMENT
5067,"Purchasing, Procurement, Inventory Control, Supply Chain",ERP
5068,"Purchasing, Procurement, Inventory Control, Supply Chain",FARS
5069,"Purchasing, Procurement, Inventory Control, Supply Chain",FULFILLMENT
5070,"Purchasing, Procurement, Inventory Control, Supply Chain",GESTÃO DE CONTRATOS
